,iob_tagged_data,intent,sentence,hindi,Tagged_Sentences
2168,list:O all:O flights:O from:O denver:B-fromloc.city_name to:O philadelphia:B-toloc.city_name,atis_flight,list all flights from denver to philadelphia,डेनवर से फिलाडेल्फिया तक सभी उड़ानों की सूची बनाएं,डेनवर:B-toloc.city_name से:O फिलाडेल्फिया:O तक:O सभी:O उड़ानों:O की:O सूची:O बनाएं:O
2169,all:O northwest:B-airline_name and:O united:B-airline_name airlines:I-airline_name flights:O with:O stopovers:O in:O denver:B-stoploc.city_name,atis_flight,all northwest and united airlines flights with stopovers in denver,डेनवर में स्टॉपओवर के साथ सभी नॉर्थवेस्ट और यूनाइटेड एयरलाइंस की उड़ानें,डेनवर:B-toloc.city_name में:O स्टॉपओवर:O के:O साथ:O सभी:O नॉर्थवेस्ट:O और:O यूनाइटेड:B-airline_name एयरलाइंस:I-airline_name की:O उड़ानें:O
2170,i'd:O like:O to:O have:O some:O information:O on:O a:O ticket:O from:O denver:B-fromloc.city_name to:O pittsburgh:B-toloc.city_name and:O atlanta:B-toloc.city_name,atis_airfare,i'd like to have some information on a ticket from denver to pittsburgh and atlanta,मैं डेनवर से पिट्सबर्ग और अटलांटा तक के टिकट के बारे में कुछ जानकारी चाहता हूँ,मैं:O डेनवर:B-toloc.city_name से:O पिट्सबर्ग:B-fromloc.city_name और:O अटलांटा:B-toloc.city_name तक:O के:O टिकट:O के:O बारे:O में:O कुछ:O जानकारी:O चाहता:O हूँ:O
2171,show:O me:O one:B-round_trip way:I-round_trip flights:O from:O tampa:B-fromloc.city_name to:O st.:B-toloc.city_name louis:I-toloc.city_name departing:O before:B-depart_time.time_relative 10:B-depart_time.time am:I-depart_time.time first:B-class_type class:I-class_type,atis_flight,show me one way flights from tampa to st. louis departing before 10 am first class,मुझे टाम्पा से सेंट तक एकतरफ़ा उड़ानें दिखाओ। ,मुझे:O टाम्पा:O से:O सेंट:O तक:O एकतरफ़ा:O उड़ानें:O दिखाओ।:O
2172,what:O is:O the:O cheapest:B-cost_relative fare:O from:O denver:B-fromloc.city_name to:O pittsburgh:B-toloc.city_name,atis_airfare,what is the cheapest fare from denver to pittsburgh,डेनवर से पिट्सबर्ग तक का सबसे सस्ता किराया क्या है?,डेनवर:B-toloc.city_name से:O पिट्सबर्ग:B-fromloc.city_name तक:O का:O सबसे:O सस्ता:O किराया:I-transport_type क्या:O है?:O
2173,list:O the:O airlines:O that:O have:O nonstop:B-flight_stop afternoon:B-arrive_time.period_of_day flights:O from:O boston:B-fromloc.city_name to:O oakland:B-toloc.city_name,atis_airline,list the airlines that have nonstop afternoon flights from boston to oakland,उन एयरलाइनों की सूची बनाएं जिनकी बोस्टन से ओकलैंड के लिए दोपहर की नॉनस्टॉप उड़ानें हैं,उन:O एयरलाइनों:O की:O सूची:O बनाएं:O जिनकी:O बोस्टन:B-fromloc.city_name से:O ओकलैंड:B-toloc.city_name के:O लिए:O दोपहर:B-depart_time.period_of_day की:O नॉनस्टॉप:O उड़ानें:O हैं:O
2174,find:O the:O earliest:B-flight_mod flight:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name that:O serves:O a:O meal:B-meal,atis_flight,find the earliest flight from boston to san francisco that serves a meal,बोस्टन से सैन फ्रांसिस्को के लिए भोजन परोसने वाली सबसे पहली उड़ान खोजें,बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O भोजन:B-meal परोसने:O वाली:O सबसे:O पहली:O उड़ान:O खोजें:O
2175,i:O want:O to:O go:O from:O denver:B-fromloc.city_name to:O atlanta:B-toloc.city_name round:B-round_trip trip:I-round_trip and:O make:O a:O stop:O at:O pittsburgh:B-stoploc.city_name may:O i:O have:O the:O cheapest:B-cost_relative fare:O,atis_flight,i want to go from denver to atlanta round trip and make a stop at pittsburgh may i have the cheapest fare,"मैं डेनवर से अटलांटा राउंड ट्रिप जाना चाहता हूं और पिट्सबर्ग में रुकना चाहता हूं, क्या मुझे सबसे सस्ता किराया मिल सकता है?","मैं:O डेनवर:B-toloc.city_name से:O अटलांटा:B-toloc.city_name राउंड:O ट्रिप:O जाना:O चाहता:O हूं:O और:O पिट्सबर्ग:B-fromloc.city_name में:O रुकना:O चाहता:O हूं,:O क्या:O मुझे:O सबसे:O सस्ता:O किराया:I-transport_type मिल:O सकता:O है?:O"
2176,what:O are:O the:O lowest:B-cost_relative one:B-round_trip way:I-round_trip fares:O from:O pittsburgh:B-fromloc.city_name to:O atlanta:B-toloc.city_name,atis_airfare,what are the lowest one way fares from pittsburgh to atlanta,पिट्सबर्ग से अटलांटा तक का एकतरफ़ा किराया सबसे कम क्या है?,पिट्सबर्ग:B-fromloc.city_name से:O अटलांटा:B-toloc.city_name तक:O का:O एकतरफ़ा:O किराया:I-transport_type सबसे:O कम:B-cost_relative क्या:O है?:O
2177,what:O is:O the:O coach:B-class_type economy:B-economy class:I-economy night:B-depart_time.period_of_day service:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_flight,what is the coach economy class night service from boston to san francisco,बोस्टन से सैन फ्रांसिस्को के लिए कोच इकोनॉमी क्लास रात्रि सेवा क्या है?,बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O कोच:O इकोनॉमी:O क्लास:O रात्रि:O सेवा:O क्या:O है?:O
2178,what:O is:O the:O cost:O of:O the:O air:B-transport_type taxi:I-transport_type operation:I-transport_type at:O philadelphia:B-airport_name international:I-airport_name airport:I-airport_name,atis_ground_fare,what is the cost of the air taxi operation at philadelphia international airport,फिलाडेल्फिया अंतरराष्ट्रीय हवाई अड्डे पर एयर टैक्सी संचालन की लागत क्या है?,फिलाडेल्फिया:O अंतरराष्ट्रीय:I-airline_name हवाई:O अड्डे:O पर:O एयर:O टैक्सी:B-transport_type संचालन:I-transport_type की:O लागत:O क्या:O है?:O
2179,what:O types:O of:O meals:B-meal are:O available:O,atis_meal,what types of meals are available,किस प्रकार का भोजन उपलब्ध है,किस:O प्रकार:O का:O भोजन:B-meal उपलब्ध:O है:O
2180,please:O list:O the:O cheapest:B-cost_relative flights:O from:O dallas:B-fromloc.city_name to:O baltimore:B-toloc.city_name arriving:O on:O may:B-arrive_date.month_name seventh:B-arrive_date.day_number,atis_flight,please list the cheapest flights from dallas to baltimore arriving on may seventh,कृपया सात मई को डलास से बाल्टीमोर तक आने वाली सबसे सस्ती उड़ानों की सूची बनाएं,कृपया:O सात:B-depart_date.day_number मई:B-depart_date.month_name को:O डलास:B-stoploc.city_name से:O बाल्टीमोर:B-fromloc.city_name तक:O आने:O वाली:O सबसे:O सस्ती:O उड़ानों:O की:O सूची:O बनाएं:O
2181,show:O first:B-flight_mod flight:O from:O philadelphia:B-fromloc.city_name to:O dallas:B-toloc.city_name,atis_flight,show first flight from philadelphia to dallas,फिलाडेल्फिया से डलास तक की पहली उड़ान दिखाएँ,फिलाडेल्फिया:O से:O डलास:B-stoploc.city_name तक:O की:O पहली:O उड़ान:O दिखाएँ:O
2182,i:O would:O like:O to:O fly:O from:O boston:B-fromloc.city_name to:O oakland:B-toloc.city_name what:O airlines:O fly:O from:O boston:B-fromloc.city_name to:O oakland:B-toloc.city_name,atis_flight,i would like to fly from boston to oakland what airlines fly from boston to oakland,"मैं बोस्टन से ओकलैंड के लिए उड़ान भरना चाहूंगा, कौन सी एयरलाइंस बोस्टन से ओकलैंड के लिए उड़ान भरती हैं","मैं:O बोस्टन:B-fromloc.city_name से:O ओकलैंड:B-toloc.city_name के:O लिए:O उड़ान:O भरना:O चाहूंगा,:O कौन:O सी:B-fare_basis_code एयरलाइंस:I-airline_name बोस्टन:B-fromloc.city_name से:O ओकलैंड:B-toloc.city_name के:O लिए:O उड़ान:O भरती:O हैं:O"
2183,is:O there:O a:O flight:O between:O philadelphia:B-fromloc.city_name and:O denver:B-toloc.city_name that:O leaves:O philadelphia:B-fromloc.city_name around:B-depart_time.time_relative 2:B-depart_time.time o'clock:I-depart_time.time in:O the:O afternoon:B-depart_time.period_of_day,atis_flight,is there a flight between philadelphia and denver that leaves philadelphia around 2 o'clock in the afternoon,क्या फिलाडेल्फिया और डेनवर के बीच कोई उड़ान है जो फिलाडेल्फिया से दोपहर 2 बजे के आसपास रवाना होती है,क्या:O फिलाडेल्फिया:O और:O डेनवर:B-toloc.city_name के:O बीच:O कोई:O उड़ान:O है:O जो:O फिलाडेल्फिया:O से:O दोपहर:B-depart_time.period_of_day 2:B-depart_time.time बजे:I-depart_time.time के:O आसपास:O रवाना:O होती:O है:O
2184,show:O me:O all:O flights:O from:O san:B-fromloc.city_name francisco:I-fromloc.city_name to:O denver:B-toloc.city_name,atis_flight,show me all flights from san francisco to denver,मुझे सैन फ्रांसिस्को से डेनवर तक की सभी उड़ानें दिखाओ,मुझे:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name से:O डेनवर:B-toloc.city_name तक:O की:O सभी:O उड़ानें:O दिखाओ:O
2185,show:O me:O the:O flight:O that:O leaves:O philadelphia:B-fromloc.city_name in:O the:O afternoon:B-depart_time.period_of_day and:O arrives:O in:O the:O evening:B-arrive_time.period_of_day in:O denver:B-toloc.city_name,atis_flight,show me the flight that leaves philadelphia in the afternoon and arrives in the evening in denver,मुझे वह उड़ान दिखाओ जो दोपहर में फिलाडेल्फिया से रवाना होती है और शाम को डेनवर पहुंचती है,मुझे:O वह:O उड़ान:O दिखाओ:O जो:O दोपहर:B-depart_time.period_of_day में:O फिलाडेल्फिया:O से:O रवाना:O होती:O है:O और:O शाम:B-depart_time.period_of_day को:O डेनवर:B-toloc.city_name पहुंचती:O है:O
2186,what:O are:O the:O flights:O from:O denver:B-fromloc.city_name to:O pittsburgh:B-toloc.city_name,atis_flight,what are the flights from denver to pittsburgh,डेनवर से पिट्सबर्ग के लिए कौन सी उड़ानें हैं?,डेनवर:B-toloc.city_name से:O पिट्सबर्ग:B-fromloc.city_name के:O लिए:O कौन:O सी:B-fare_basis_code उड़ानें:O हैं?:O
2187,on:O november:B-depart_date.month_name twenty:B-depart_date.day_number third:I-depart_date.day_number of:O this:O year:B-depart_date.year 1991:O i'd:O like:O to:O fly:O from:O atlanta:B-fromloc.city_name to:O denver:B-toloc.city_name and:O i'd:O like:O to:O fly:O on:O delta:B-airline_name,atis_flight,on november twenty third of this year 1991 i'd like to fly from atlanta to denver and i'd like to fly on delta,इस वर्ष तेईस नवंबर 1991 को मैं अटलांटा से डेनवर के लिए उड़ान भरना चाहता हूं और मैं डेल्टा पर उड़ान भरना चाहता हूं,इस:O वर्ष:B-depart_date.year तेईस:O नवंबर:B-depart_date.month_name 1991:B-depart_date.year को:O मैं:O अटलांटा:B-toloc.city_name से:O डेनवर:B-toloc.city_name के:O लिए:O उड़ान:O भरना:O चाहता:O हूं:O और:O मैं:O डेल्टा:B-airline_name पर:O उड़ान:O भरना:O चाहता:O हूं:O
2188,what:O flights:O are:O there:O tomorrow:B-depart_date.today_relative from:O tacoma:B-fromloc.city_name to:O san:B-toloc.city_name jose:I-toloc.city_name,atis_flight,what flights are there tomorrow from tacoma to san jose,टैकोमा से सैन जोस के लिए कल कौन सी उड़ानें हैं,टैकोमा:O से:O सैन:B-toloc.city_name जोस:I-toloc.city_name के:O लिए:O कल:B-depart_date.today_relative कौन:O सी:B-fare_basis_code उड़ानें:O हैं:O
2189,what:O is:O a:O flight:O that:O goes:O from:O baltimore:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name and:O arrives:O at:O san:B-toloc.city_name francisco:I-toloc.city_name at:O 8:B-arrive_time.time pm:I-arrive_time.time on:O a:O friday:B-arrive_date.day_name,atis_flight,what is a flight that goes from baltimore to san francisco and arrives at san francisco at 8 pm on a friday,वह कौन सी उड़ान है जो बाल्टीमोर से सैन फ्रांसिस्को जाती है और शुक्रवार को रात 8 बजे सैन फ्रांसिस्को पहुंचती है,वह:O कौन:O सी:B-fare_basis_code उड़ान:O है:O जो:O बाल्टीमोर:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name जाती:O है:O और:O शुक्रवार:B-depart_date.day_name को:O रात:B-depart_time.period_of_day 8:B-depart_time.time बजे:I-depart_time.time सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name पहुंचती:O है:O
2190,i'd:O like:O a:O flight:O from:O burbank:B-fromloc.city_name to:O tacoma:B-toloc.city_name washington:B-toloc.state_name,atis_flight,i'd like a flight from burbank to tacoma washington,मुझे बरबैंक से टैकोमा वाशिंगटन के लिए उड़ान चाहिए,मुझे:O बरबैंक:B-fromloc.city_name से:O टैकोमा:O वाशिंगटन:B-toloc.city_name के:O लिए:O उड़ान:O चाहिए:O
2191,please:O list:O all:O flights:O from:O dallas:B-fromloc.city_name to:O pittsburgh:B-toloc.city_name on:O july:B-depart_date.month_name fourth:B-depart_date.day_number 1991:B-depart_date.year,atis_flight,please list all flights from dallas to pittsburgh on july fourth 1991,कृपया चौथी जुलाई 1991 को डलास से पिट्सबर्ग तक की सभी उड़ानों की सूची बनाएं,कृपया:O चौथी:B-depart_date.day_number जुलाई:B-arrive_date.month_name 1991:B-depart_date.year को:O डलास:B-stoploc.city_name से:O पिट्सबर्ग:B-fromloc.city_name तक:O की:O सभी:O उड़ानों:O की:O सूची:O बनाएं:O
2192,list:O all:O flights:O arriving:O in:O pittsburgh:B-toloc.city_name monday:B-arrive_date.day_name evening:B-arrive_time.period_of_day from:O san:B-fromloc.city_name francisco:I-fromloc.city_name that:O first:B-class_type class:I-class_type,atis_flight,list all flights arriving in pittsburgh monday evening from san francisco that first class,सैन फ्रांसिस्को से सोमवार शाम पिट्सबर्ग आने वाली प्रथम श्रेणी की सभी उड़ानों की सूची बनाएं,सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name से:O सोमवार:B-depart_date.day_name शाम:B-depart_time.period_of_day पिट्सबर्ग:B-fromloc.city_name आने:O वाली:O प्रथम:O श्रेणी:O की:O सभी:O उड़ानों:O की:O सूची:O बनाएं:O
2193,what:O are:O all:O the:O flights:O on:O delta:B-airline_name in:O and:O out:O of:O fort:B-fromloc.city_name worth:I-fromloc.city_name,atis_flight,what are all the flights on delta in and out of fort worth,फोर्ट के अंदर और बाहर डेल्टा पर सभी उड़ानें कितनी हैं,फोर्ट:O के:O अंदर:O और:O बाहर:O डेल्टा:B-airline_name पर:O सभी:O उड़ानें:O कितनी:O हैं:O
2194,okay:O what:O i'd:O like:O to:O do:O on:O this:O one:O is:O go:O from:O washington:B-fromloc.city_name to:O atlanta:B-toloc.city_name i:O want:O a:O nonstop:B-flight_stop and:O i'd:O like:O to:O leave:O around:B-depart_time.time_relative 5:B-depart_time.time pm:I-depart_time.time,atis_flight,okay what i'd like to do on this one is go from washington to atlanta i want a nonstop and i'd like to leave around 5 pm,"ठीक है, मैं इस पर क्या करना चाहूंगा, वह है वाशिंगटन से अटलांटा जाना, मुझे नॉनस्टॉप यात्रा चाहिए और मैं शाम 5 बजे के आसपास निकलना चाहूंगा","ठीक:O है,:O मैं:O इस:O पर:O क्या:O करना:O चाहूंगा,:O वह:O है:O वाशिंगटन:B-toloc.city_name से:O अटलांटा:B-toloc.city_name जाना,:O मुझे:O नॉनस्टॉप:O यात्रा:I-round_trip चाहिए:O और:O मैं:O शाम:B-depart_time.period_of_day 5:B-arrive_time.time बजे:I-depart_time.time के:O आसपास:O निकलना:O चाहूंगा:O"
2195,list:O all:O flights:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name with:O at:O least:O 3:O stops:B-flight_stop,atis_flight,list all flights from boston to san francisco with at least 3 stops,कम से कम 3 स्टॉप के साथ बोस्टन से सैन फ्रांसिस्को के लिए सभी उड़ानों की सूची बनाएं,कम:B-cost_relative से:O कम:B-cost_relative 3:B-depart_time.time स्टॉप:O के:O साथ:O बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O सभी:O उड़ानों:O की:O सूची:O बनाएं:O
2196,what:O are:O the:O flights:O from:O atlanta:B-fromloc.city_name to:O baltimore:B-toloc.city_name,atis_flight,what are the flights from atlanta to baltimore,अटलांटा से बाल्टीमोर के लिए कौन सी उड़ानें हैं?,अटलांटा:B-toloc.city_name से:O बाल्टीमोर:B-fromloc.city_name के:O लिए:O कौन:O सी:B-fare_basis_code उड़ानें:O हैं?:O
2197,list:O the:O flights:O from:O denver:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name after:B-depart_time.time_relative 2:B-depart_time.time pm:I-depart_time.time on:O a:O monday:B-depart_date.day_name,atis_flight,list the flights from denver to san francisco after 2 pm on a monday,सोमवार को दोपहर 2 बजे के बाद डेनवर से सैन फ्रांसिस्को के लिए उड़ानों की सूची बनाएं,सोमवार:B-depart_date.day_name को:O दोपहर:B-depart_time.period_of_day 2:B-depart_time.time बजे:I-depart_time.time के:O बाद:B-depart_time.time_relative डेनवर:B-toloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name के:O लिए:O उड़ानों:O की:O सूची:O बनाएं:O
2198,does:O delta:B-airline_name aircraft:O fly:O dc10:B-aircraft_code,atis_aircraft,does delta aircraft fly dc10,क्या डेल्टा विमान DC10 उड़ाता है?,क्या:O डेल्टा:B-airline_name विमान:O DC10:O उड़ाता:O है?:O
2199,what:O flights:O are:O there:O from:O new:B-fromloc.city_name york:I-fromloc.city_name city:I-fromloc.city_name to:O las:B-toloc.city_name vegas:I-toloc.city_name,atis_flight,what flights are there from new york city to las vegas,न्यूयॉर्क शहर से लास वेगास के लिए कौन सी उड़ानें हैं?,न्यूयॉर्क:O शहर:O से:O लास:B-toloc.city_name वेगास:I-toloc.city_name के:O लिए:O कौन:O सी:B-fare_basis_code उड़ानें:O हैं?:O
2200,does:O united:B-airline_name have:O a:O flight:O from:O miami:B-fromloc.city_name to:O washington:B-toloc.city_name dc:B-toloc.state_code on:O wednesday:B-depart_date.day_name,atis_flight,does united have a flight from miami to washington dc on wednesday,क्या यूनाइटेड की बुधवार को मियामी से वाशिंगटन डीसी के लिए उड़ान है?,क्या:O यूनाइटेड:B-airline_name की:O बुधवार:B-depart_date.day_name को:O मियामी:B-fromloc.city_name से:O वाशिंगटन:B-toloc.city_name डीसी:B-toloc.state_code के:O लिए:O उड़ान:O है?:O
2201,show:O me:O all:O flights:O on:O thursday:B-depart_date.day_name from:O atlanta:B-fromloc.city_name to:O oakland:B-toloc.city_name which:O arrive:O in:O oakland:B-toloc.city_name before:B-arrive_time.time_relative 5:B-arrive_time.time o'clock:I-arrive_time.time pm:I-arrive_time.time and:O serve:O a:O meal:B-meal,atis_flight,show me all flights on thursday from atlanta to oakland which arrive in oakland before 5 o'clock pm and serve a meal,मुझे गुरुवार को अटलांटा से ओकलैंड के लिए सभी उड़ानें दिखाएं जो शाम 5 बजे से पहले ओकलैंड पहुंचती हैं और भोजन परोसती हैं,मुझे:O गुरुवार:B-depart_date.day_name को:O अटलांटा:B-toloc.city_name से:O ओकलैंड:B-toloc.city_name के:O लिए:O सभी:O उड़ानें:O दिखाएं:O जो:O शाम:B-depart_time.period_of_day 5:B-arrive_time.time बजे:I-depart_time.time से:O पहले:B-depart_time.time_relative ओकलैंड:B-toloc.city_name पहुंचती:O हैं:O और:O भोजन:B-meal परोसती:O हैं:O
2202,do:O you:O have:O an:O afternoon:B-depart_time.period_of_day flight:O leaving:O in:O the:O afternoon:B-depart_time.period_of_day going:O from:O boston:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name with:O a:O stopover:O in:O dallas:B-stoploc.city_name,atis_flight,do you have an afternoon flight leaving in the afternoon going from boston to san francisco with a stopover in dallas,क्या आपके पास दोपहर की उड़ान है जो डलास में रुकते हुए बोस्टन से सैन फ्रांसिस्को जा रही है?,क्या:O आपके:O पास:O दोपहर:B-depart_time.period_of_day की:O उड़ान:O है:O जो:O डलास:B-stoploc.city_name में:O रुकते:O हुए:O बोस्टन:B-fromloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name जा:O रही:O है?:O
2203,list:O nonstop:B-flight_stop flights:O from:O los:B-fromloc.city_name angeles:I-fromloc.city_name to:O pittsburgh:B-toloc.city_name which:O arrive:O on:O monday:B-arrive_date.day_name after:B-arrive_time.time_relative 5:B-arrive_time.time pm:I-arrive_time.time,atis_flight,list nonstop flights from los angeles to pittsburgh which arrive on monday after 5 pm,लॉस एंजिल्स से पिट्सबर्ग के लिए नॉनस्टॉप उड़ानों की सूची बनाएं जो सोमवार को शाम 5 बजे के बाद पहुंचती हैं,लॉस:B-toloc.city_name एंजिल्स:I-toloc.city_name से:O पिट्सबर्ग:B-fromloc.city_name के:O लिए:O नॉनस्टॉप:O उड़ानों:O की:O सूची:O बनाएं:O जो:O सोमवार:B-depart_date.day_name को:O शाम:B-depart_time.period_of_day 5:B-arrive_time.time बजे:I-depart_time.time के:O बाद:B-depart_time.time_relative पहुंचती:O हैं:O
2204,what:O type:O of:O aircraft:O does:O eastern:B-airline_name fly:O from:O atlanta:B-fromloc.city_name to:O denver:B-toloc.city_name before:B-depart_time.time_relative 6:B-depart_time.time pm:I-depart_time.time,atis_aircraft,what type of aircraft does eastern fly from atlanta to denver before 6 pm,ईस्टर्न किस प्रकार का विमान शाम 6 बजे से पहले अटलांटा से डेनवर के लिए उड़ान भरता है?,ईस्टर्न:O किस:O प्रकार:O का:O विमान:O शाम:B-depart_time.period_of_day 6:B-arrive_time.time बजे:I-depart_time.time से:O पहले:B-depart_time.time_relative अटलांटा:B-toloc.city_name से:O डेनवर:B-toloc.city_name के:O लिए:O उड़ान:O भरता:O है?:O
2205,list:O flights:O from:O phoenix:B-fromloc.city_name to:O detroit:B-toloc.city_name on:O thursday:B-depart_date.day_name june:B-depart_date.month_name twenty:B-depart_date.day_number fourth:I-depart_date.day_number,atis_flight,list flights from phoenix to detroit on thursday june twenty fourth,"गुरुवार, चौबीस जून को फीनिक्स से डेट्रॉइट के लिए उड़ानों की सूची बनाएं","गुरुवार,:O चौबीस:O जून:B-depart_date.month_name को:O फीनिक्स:O से:O डेट्रॉइट:O के:O लिए:O उड़ानों:O की:O सूची:O बनाएं:O"
2206,do:O any:O us:B-airline_name air:I-airline_name flights:O leave:O from:O san:B-fromloc.city_name francisco:I-fromloc.city_name,atis_flight,do any us air flights leave from san francisco,क्या अमेरिकी हवाई उड़ानें सैन फ्रांसिस्को से रवाना होती हैं?,क्या:O अमेरिकी:B-airline_name हवाई:O उड़ानें:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name से:O रवाना:O होती:O हैं?:O
2207,what:O are:O the:O coach:B-class_type fares:O for:O flights:O from:O charlotte:B-fromloc.city_name to:O newark:B-toloc.city_name tuesday:B-depart_date.day_name afternoon:B-depart_time.period_of_day,atis_airfare,what are the coach fares for flights from charlotte to newark tuesday afternoon,मंगलवार दोपहर चार्लोट से न्यूआर्क तक की उड़ानों के लिए कोच किराया क्या है,मंगलवार:B-depart_date.day_name दोपहर:B-depart_time.period_of_day चार्लोट:O से:O न्यूआर्क:O तक:O की:O उड़ानों:O के:O लिए:O कोच:O किराया:I-transport_type क्या:O है:O
2208,i:O would:O like:O to:O find:O out:O what:O flights:O there:O are:O on:O friday:B-depart_date.day_name june:B-depart_date.month_name eleventh:B-depart_date.day_number from:O st.:B-fromloc.city_name petersburg:I-fromloc.city_name to:O milwaukee:B-toloc.city_name and:O then:O from:O milwaukee:B-fromloc.city_name to:O tacoma:B-toloc.city_name thank:O you:O,atis_flight,i would like to find out what flights there are on friday june eleventh from st. petersburg to milwaukee and then from milwaukee to tacoma thank you,मैं जानना चाहता हूं कि ग्यारह जून शुक्रवार को सेंट से कौन सी उड़ानें हैं। ,मैं:O जानना:O चाहता:O हूं:O कि:O ग्यारह:B-depart_date.day_number जून:B-depart_date.month_name शुक्रवार:B-depart_date.day_name को:O सेंट:O से:O कौन:O सी:B-fare_basis_code उड़ानें:O हैं।:O
2209,is:O there:O a:O direct:B-connect flight:O from:O atlanta:B-fromloc.city_name to:O philadelphia:B-toloc.city_name that:O arrives:O in:O philadelphia:B-toloc.city_name around:B-arrive_time.time_relative 12:B-arrive_time.time noon:I-arrive_time.time,atis_flight,is there a direct flight from atlanta to philadelphia that arrives in philadelphia around 12 noon,क्या अटलांटा से फिलाडेल्फिया के लिए कोई सीधी उड़ान है जो दोपहर 12 बजे के आसपास फिलाडेल्फिया पहुंचती है,क्या:O अटलांटा:B-toloc.city_name से:O फिलाडेल्फिया:O के:O लिए:O कोई:O सीधी:O उड़ान:O है:O जो:O दोपहर:B-depart_time.period_of_day 12:B-depart_time.time बजे:I-depart_time.time के:O आसपास:O फिलाडेल्फिया:O पहुंचती:O है:O
2210,i:O would:O like:O to:O see:O all:O flights:O from:O denver:B-fromloc.city_name to:O philadelphia:B-toloc.city_name,atis_flight,i would like to see all flights from denver to philadelphia,मैं डेनवर से फिलाडेल्फिया तक की सभी उड़ानें देखना चाहूंगा,मैं:O डेनवर:B-toloc.city_name से:O फिलाडेल्फिया:O तक:O की:O सभी:O उड़ानें:O देखना:O चाहूंगा:O
2211,what:O is:O the:O arrival:B-flight_time time:I-flight_time in:O san:B-fromloc.city_name francisco:I-fromloc.city_name for:O the:O 755:B-depart_time.time am:I-depart_time.time flight:O leaving:O washington:B-fromloc.city_name,atis_flight_time,what is the arrival time in san francisco for the 755 am flight leaving washington,वाशिंगटन से प्रस्थान करने वाली सुबह 755 बजे की उड़ान के सैन फ्रांसिस्को पहुंचने का समय क्या है?,वाशिंगटन:B-toloc.city_name से:O प्रस्थान:O करने:O वाली:O सुबह:B-depart_time.period_of_day 755:B-depart_time.time बजे:I-depart_time.time की:O उड़ान:O के:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name पहुंचने:O का:O समय:O क्या:O है?:O
2212,how:O much:O does:O it:O cost:O to:O fly:O from:O atlanta:B-fromloc.city_name to:O san:B-toloc.city_name francisco:I-toloc.city_name,atis_airfare,how much does it cost to fly from atlanta to san francisco,अटलांटा से सैन फ्रांसिस्को तक उड़ान भरने में कितना खर्च होता है?,अटलांटा:B-toloc.city_name से:O सैन:B-toloc.city_name फ्रांसिस्को:I-toloc.city_name तक:O उड़ान:O भरने:O में:O कितना:O खर्च:O होता:O है?:O
2213,i:O want:O a:O flight:O from:O long:B-fromloc.city_name beach:I-fromloc.city_name to:O st.:B-toloc.city_name louis:I-toloc.city_name that:O stops:O in:O dallas:B-stoploc.city_name,atis_flight,i want a flight from long beach to st. louis that stops in dallas,मुझे लॉन्ग बीच से सेंट तक की उड़ान चाहिए। ,मुझे:O लॉन्ग:O बीच:O से:O सेंट:O तक:O की:O उड़ान:O चाहिए।:O
2214,okay:O that:O one's:O great:O too:O now:O we're:O going:O to:O go:O on:O april:B-depart_date.month_name twenty:B-depart_date.day_number second:I-depart_date.day_number dallas:B-fromloc.city_name to:O washington:B-toloc.city_name the:O latest:B-flight_mod nighttime:B-depart_time.period_of_day departure:O one:B-round_trip way:I-round_trip,atis_flight,okay that one's great too now we're going to go on april twenty second dallas to washington the latest nighttime departure one way,"ठीक है, यह भी बहुत अच्छा है, अब हम 22 अप्रैल को डलास से वाशिंगटन जाने वाले हैं, नवीनतम रात्रि प्रस्थान एक तरफ","ठीक:O है,:O यह:O भी:O बहुत:O अच्छा:O है,:O अब:O हम:B-airline_name 22:O अप्रैल:B-depart_date.month_name को:O डलास:B-stoploc.city_name से:O वाशिंगटन:B-toloc.city_name जाने:O वाले:O हैं,:O नवीनतम:B-flight_mod रात्रि:O प्रस्थान:O एक:O तरफ:O"
